,IP,ASN
449979,164.115.246.0,EGOV-AS-TH Ministry of Infomation Communication Technology
449991,164.116.255.0,KENT-SCHOOL-DISTRICT - Kent School District
449999,164.119.0.0,NEBRASKA - State of Nebraska - Office of the Chief Information Officer
450012,164.126.0.0,P4NET P4 UMTS operator in Poland
450068,164.134.16.0,SWANN-MNT
450075,164.138.14.0,PROSTODNS-ANYCAST-2 ProstoDNS Anycast DNS IP Network
450076,164.138.15.0,PROSTODNS-ANYCAST-1 ProstoDNS Anycast DNS IP Network
450102,164.138.56.0,WANAGAIN
450113,164.138.192.0,COMNET
450116,164.138.202.0,CITEC-AS
450120,164.138.215.0,CYBERNETICOS
450133,164.138.239.0,ASASTECH
450136,164.138.247.0,CHEOPS-AS
450156,164.139.232.0,METRO-HU-AS
450158,164.139.240.0,METRO-IN-AS Metro Systems GmbH
450181,164.140.161.0,"Former Fortis Bank Woerden, Netherlands"
450187,164.143.248.0,ASN-PWC-UK
450311,164.160.7.0,Sombha-Solutions
450312,164.160.8.0,POWERNET
450316,164.160.15.0,MOBILE-BROADBAND
450320,164.160.19.0,OFIS
450321,164.160.20.0,DaD-Tactical-AS
450322,164.160.24.0,Gardale-Solutions
450326,164.160.31.0,WIAFRICA
450327,164.160.32.0,VEONE
450328,164.160.36.0,JACQCO-MANAGEMENT
450331,164.160.42.0,SOCIETE-NATIONALE-DE-DEVELOPPEMENT-INFORMATIQUE
450335,164.160.47.0,Routed-Hosting
450348,164.160.68.0,TELCO-OI-AS
450355,164.160.91.0,Elitehost
450359,164.160.95.0,Hitec-Sure-AS
450361,164.160.104.0,EGIT-Technology-AS
450373,164.160.120.0,Haupt-Online-AS
450375,164.160.126.0,GO-Communications-Net-AS
450376,164.160.128.0,Garanntor-Hosting-AS
450379,164.160.137.0,TELCO-SA-AS
450381,164.160.140.0,JENY-SAS-AS
450384,164.160.148.0,Trinity-IT-Solutions-AS
450385,164.160.152.0,DG-Store-AS
450387,164.160.160.0,SureTelecom-UG-AS
450389,164.160.176.0,JENNY-INTERNET
450391,164.160.188.0,AS328116
450393,164.160.192.0,Federal-Univ-Birnin-AS
450395,164.160.208.0,Brightwave-Tech-AS
450444,164.163.2.0,connectx serviços de telecomunicações ltda
450446,164.163.5.0,TRIBUNAL REGIONAL DO TRABALHO DA 16A. REGIAO
450447,164.163.6.0,DAITAN LABS SOLUCOES EM TECNOLOGIA SA
450451,164.163.11.0,IT EXPERTS S.A
450455,164.163.15.0,SOLON ARAUJO TELECOMUNICACOES EIRELI - ME
450459,164.163.19.0,Projemar Telecomunicações Ltda.
450463,164.163.23.0,EDRIANA AUGUSTA MENDONCA DE OLIVEIRA EIRELI - ME
450467,164.163.27.0,TURBONET CE
450471,164.163.31.0,ALIANCANET TELECOM
450475,164.163.35.0,REAL TELECOM EIRELI ME - ME
450476,164.163.36.0,LEANDRO FONSECA SANT ANA - ME
450480,164.163.43.0,Interret Villa Angela SRL
450484,164.163.47.0,Lar Telecomunicações Ltda ME
450492,164.163.55.0,INNOVA TECNOLOGIA E SERVICOS LTDA.
450493,164.163.56.0,PALA PABLO FEDERICO
450495,164.163.64.0,Knet Internet
450496,164.163.68.0,INTEREDE TELECOM
450500,164.163.75.0,GRUPO INMA S.A
450502,164.163.78.0,ANDRE LUIZ LARANJEIRA SALGUEIRO 81395957568
450506,164.163.83.0,ALBANETWORK INGENIERÍA S.A.
450508,164.163.86.0,F1NET COMERCIO E SERVICO LTDA
450516,164.163.95.0,WANDA BENTO DE MORAIS SILVA - ME
450520,164.163.99.0,BRUNO GRANADIER ESCORSIN
450523,164.163.102.0,R N DE CASTRO PROVEDOR DE INTERNET
450525,164.163.104.0,LINNK WEB SOLUCOES EM INTERNET LTDA - ME
450529,164.163.111.0,Wiix - Sistemax Telecomunicações
450531,164.163.114.0,Cenedese Telecomunicacao E Informatica L
450535,164.163.119.0,PAULA SILVA DE OLIVEIRA - ME
450537,164.163.124.0,"GRUPO LANA, S.A."
450539,164.163.129.0,FASTER S.R.L.
450547,164.163.139.0,C. H MALUZA E CIALTDA ME
450548,164.163.140.0,Wasat Telecom Ltda - Me
450552,164.163.147.0,GAÚCHA ONLINE PROVEDOR DE INTERNET LTDA
450553,164.163.148.0,CABRAL NET TELECOMUNICACAO LTDA - ME
450558,164.163.159.0,Solnet Prestacao de Servicos de Internet LTDA
450566,164.163.167.0,Hugo Silva Mendes - ME
450568,164.163.170.0,AS FIBER SCM EIRELI EPP
450572,164.163.175.0,Pinhais Net Telecom Comercio e Serviços Ltda
450573,164.163.176.0,J M P M ALENCAR & A G F ALENCAR LTDA - ME
450577,164.163.183.0,D N SANTOS
450581,164.163.187.0,WE NET COMPANY S.A.
450585,164.163.191.0,INTERNET TELEFONIA Y TV DE MICHOACAN SA DE CV
450588,164.163.195.0,C.B. MACEDO PROVEDOR DE INTERNET
450590,164.163.197.0,CRBC TELECOM LTDA ME
450594,164.163.202.0,Donini & Saldanha Telecomunicacoes Ltda - ME
450598,164.163.207.0,R7 TELECOM TELECOMUNICACOES LTDA ME
450600,164.163.210.0,NETBITS TELECOM
450602,164.163.214.0,MEGA SOLUCOES TELECOM LTDA-ME
450607,164.163.223.0,FIBRACOM TELECOMUNICACOES E SERVICOS EIRELI - ME
450611,164.163.227.0,CBR TELECOMUNICAÇÕES LTDA
450613,164.163.230.0,lcclLINE CONECT
450617,164.163.235.0,F J S LESSA - ME
450619,164.163.238.0,T. GARCIA COMUNICAÇÕES - ME
450620,164.163.240.0,COOPERATIVA OBRERA LTDA. DE CONSUMO Y VIVIENDA
450621,164.163.241.0,SERVICIOS BANCARIOS COMPARTIDOS S.A. (UNIBANCA)
450622,164.163.242.0,ESTADO DO MARANHAO - PROCURADORIA GERAL DA JUSTICA
450628,164.163.251.0,WM TELECOM
450629,164.163.252.0,DATALIG TELECOM EIRELI - ME
450749,164.165.252.0,IDAHO-DEPARTMENT-OF-HEALTHAND-WELFARE - State of Idaho
450773,164.169.160.0,AS1537
450800,164.196.4.0,DNIC-AS-02621 - DoD Network Information Center
450824,164.215.40.0,PISHGAMANDADEHAFZAR-AS
450830,164.215.62.0,AGRIBANK-AS
450842,164.215.69.0,INTELCOM-UPSTREAM
450974,164.235.241.0,AS6025
451049,164.236.196.0,AS27069
451057,164.236.252.0,AS27047
451201,165.1.255.0,AP-AS - The Associated Press
451225,165.2.251.0,"IHG-ASN - Six Continents Hotels, Inc."
451234,165.5.12.0,Woolworths
451238,165.6.128.0,UT-MEDICAL-CENTER - University of Tennessee Medical Center
451246,165.9.0.0,FDDNET-ASN
451320,165.16.200.0,ULTIMATE-LINUX
451336,165.16.223.0,Virtual-Technologies-Solutions-AS
451337,165.16.224.0,iONLINE-ISP
451353,165.16.255.0,Tesuco-Telecommunications
451414,165.20.116.0,NMH - Northwestern Memorial Hospital
451552,165.56.96.0,ZAMTEL
451557,165.68.0.0,UCHHS-AS - Univeristy of Chicago Hospitals & Health System
451574,165.69.252.0,NEWS-INTERACTIVE-AS-AP News Interactive Australia
451673,165.73.132.0,SWAZI-MOBILE
451675,165.73.140.0,Jasper-Consultants
451676,165.73.144.0,CAMPOST-AS
451679,165.73.208.0,Covenant-University-AS
451681,165.73.232.0,Mega-Max-AS
451692,165.75.0.0,"FORSYTHE-DATACENTERS - Forsythe Data Centers, Inc."
451700,165.79.252.0,"BFS-49-14443 - Broadridge Financial Solutions, Inc."
451716,165.82.136.0,HAVERFORD - Haverford College
451803,165.84.64.0,CPIT-NZ-AS-AP Christchurch Polytechnic Institute
451847,165.84.248.0,FBKL-AS-AP FINE BRAVERY (HONG KONG) LIMITED
451903,165.88.250.0,AS940
451904,165.88.251.0,"EGGINC - EG&G, Inc."
451947,165.90.160.0,PARABOLE-REUNION
451970,165.91.0.0,TAMU - Texas A&M University
451978,165.97.104.0,"HAYBOONET - Haynes and Boone, L.L.P."
452007,165.98.45.0,Banco ProCredit Nicaragua
452027,165.98.78.0,"SINRIESGOS, S.A."
452038,165.98.144.0,CENTRO DE ADMINISTRACION NIC.NI
452091,165.103.0.0,NAICWEB - National Association of Insurance Commissioners
452099,165.104.250.0,ASN-SSM - SSM Health Care
452101,165.106.0.0,BRYNMAWR - Bryn Mawr College
452129,165.111.3.0,NISD-1 - Northside Independent School District
452148,165.112.140.0,NLM-NCCS - National Library of Medicine
452156,165.112.252.0,NIH-NET-NCCS - National Institutes of Health
452184,165.122.48.0,ANS-CHICAGO - ANS Communications
452186,165.122.96.0,AS3376
452309,165.132.255.0,YONSEI-AS-KR Yonsei University
452350,165.134.251.0,SLU - St. Louis University
452378,165.141.255.0,AS9761
452438,165.155.224.0,NYCBOE-BGPNET - New York City Board of Education
452476,165.156.136.0,GE-CI-LOUACCESS - General Electric Consumer Products
452495,165.160.48.0,CSC - Corporation Service Company
452507,165.161.15.0,PALM-BEACH-COUNTY-FLORIDA - Palm Beach County
452516,165.161.239.0,THE-SCHOOL-DISTRICT-OF-PALM-BEACH-COUNTY - The School District of Palm Beach County
452586,165.166.104.0,TCC-INTERNET1 - The Cato Corporation
452673,165.166.170.0,ORANGEBURGCOUNTYBB-SC - County of Orangeburg
452720,165.166.210.0,GWDCPW - Greenwood CPW
452792,165.171.240.0,OHIOHEALTH - OhioHealth Corporation
452862,165.182.0.0,CODELCO Chuquicamata
452876,165.183.108.0,SERVICIOS EQUIFAX CHILE LIMITADA
452932,165.187.55.0,WA-POLICE-AU-AP WA Police
452945,165.193.18.0,"QUALYS - QUALYS, Inc."
452951,165.193.75.0,FHLB-OF - FHLBanks - Office of Finance
452962,165.194.192.0,AS17575
452991,165.197.222.0,PEPSI-SG 99 Bukit Timah Road
452998,165.202.0.0,CLPPOWER-AS-AP CLP Power Hong Kong Limited
453051,165.204.155.0,"AMD-MARKHAM - Advanced Micro Devices, Inc."
453054,165.207.0.0,LEAR - Lear Corporation (LEA)
453133,165.215.169.0,PROQUEST-AS - PROQUEST LLC
453134,165.215.192.0,"PROQUEST - PROQUEST, LLC"
453148,165.220.250.0,ERX-PHILNET Ateneo de Manila University
453275,165.229.0.0,YU-AS-KR Yeungnam University
453408,165.231.255.0,OIX
453614,165.234.208.0,NDIN - State of North Dakota
453645,165.234.255.0,"NDIN-STATE - State of North Dakota, ITD"
453751,165.246.0.0,AS9317
453765,165.248.0.0,HAWAII-DEPT-OF-EDUC - Hawaii Department of Education
453769,165.250.0.0,DB-NA-1 - Deutsche Bank
453816,165.251.208.0,EASYLINK-AS6468 - Easylink Services Corporation
453826,165.253.64.0,LAS-COLO2 - Blue Shield of California
453828,165.253.95.0,CPS-197 - California Physicians' Service
453830,165.253.135.0,SAC-COLO1 - Blue Shield of California
453832,165.253.146.0,BSCA-INTERNET2 - Blue Shield of California
453839,165.254.4.0,"MCF-SOFTWARE - MCF Software, LLC"
453846,165.254.20.0,L3NET - L3 NETWORKS INC
453865,165.254.43.0,"NTTA-7019 - NTT America, Inc."
453870,165.254.53.0,FACTUAL - Factual Inc.
453871,165.254.54.0,"BITMAX - Bitmax, LLC"
453873,165.254.60.216,"VISTAPRINT - Vista Print USA, Incorporated"
453877,165.254.84.0,"SCC - SMART CHOICE COMMUNICATIONS, LLC"
453901,165.254.116.16,LATIN-IP - Latin IP LLC
453907,165.254.122.0,"ONESTREAMNETWORKS - Onestream Networks, LLC"
453913,165.254.130.0,"DLFI - Delphi Capital Management, Inc."
453923,165.254.151.0,"FNASN - Fortress Networks, Inc."
453930,165.254.164.0,"NTTA-97 - NTT America, Inc."
453943,165.254.180.0,WHASN - Warrior Hosting LLC
453948,165.254.187.0,"AOFL - Age of Learning, Inc."
453974,165.254.242.0,FISHERBROTHERS - Fisher Brothers
454319,166.37.240.0,AS3375
454470,166.58.44.0,AS3377
454475,166.58.224.0,AS3372
454486,166.61.247.0,"WCOM-TSENGR-AS - MCI Communications Services, Inc. d/b/a Verizon Business"
454547,166.64.200.0,NSWPOLSERV-AS-AP New South Wales Police
454556,166.65.200.0,TRANSPOWER-B-AS-AP Transpower New Zealand Ltd.
454653,166.82.76.0,"LNSP - Lake Norman Security Patrol, Inc."
454734,166.89.128.0,CITYOFTUCSON - City of Tucson
454743,166.90.96.0,CS-AS-NAME - CapitalSource Finance LLC
454755,166.91.253.0,WASH-DC-CITY-GOVT - Government of the District of Columbia
454756,166.91.254.0,DC-NET - DC-Net
454796,166.102.55.0,CHEROKEE-CO-GA-BOC - Cherokee County Board of Commissioners
454832,166.107.123.0,ALAMEDACOUNTYDATAPROCESSING - Alameda County
454834,166.107.160.0,ACLIBRARY - Alameda County Library
454880,166.108.248.0,"MCCLATCHY-CORP - MCCLATCHY MANAGEMENT SERVICES, INC."
454887,166.109.128.0,BSWLHRICAS - BOCES Southern Westchester Lower Hudson Regional Information Center
454909,166.113.128.0,CCSD - Cherry Creek School District #5
454911,166.114.1.0,Ag para el Desarrollo de la Sociedad de la Inf en Bolivia - ADSIB
454913,166.118.0.0,SANOFI-SG 6 Raffles Quay #18-00
454944,166.121.38.0,"MOE-NET-SG-AP MINISTRY OF EDUCATION, SINGAPORE"
454957,166.123.192.0,US-DEPARTMENT-OF-THE-TREASURY - US Department of the Treasury
454973,166.125.254.0,AS23581
454975,166.126.0.0,"SPRINGS - Springs Industries, Inc."
454976,166.127.0.0,HOUSTON-ISD - Houston Independent School District
455263,166.170.17.0,ATT-MOBILITY-LLC-AS16572 - AT&T Mobility LLC
455669,166.220.96.0,AS64011
455744,166.230.224.0,UNION-CELL - Union Wireless
455862,167.3.253.0,"QAD - QAD, Inc."
455873,167.6.248.0,INTERNATIONALDELIVERS - International Truck and Engine Corp
455875,167.7.188.0,COC-AS - City of Columbia
455881,167.8.6.0,"GSC-MINNEAPOLISMN - Gannett Supply Corp. - Minneapolis, MN"
455883,167.8.8.0,TGNA-KSDK - TEGNA Inc.
455890,167.8.30.0,TGNA-WTLV - TEGNA Inc.
455891,167.8.31.0,"GSC-GREENSBORONC - Gannett Supply Corp. - Greensboro, NC"
455893,167.8.35.0,TGNA-WGRZ - TEGNA Inc.
455894,167.8.36.0,"GSC-ATLANTAVPC - Gannett Supply Corp. - Atlanta, GA (VPC)"
455898,167.8.48.0,TGNA-WZZM - TEGNA Inc.
455899,167.8.49.0,TGNA-WTSP - TEGNA Inc.
455901,167.8.51.0,TGNA-WKYC - TEGNA Inc.
455904,167.8.56.0,TGNA-WBIR - TEGNA Inc.
455905,167.8.57.0,TGNA-KXTV - TEGNA Inc.
455906,167.8.58.0,TGNA-KTHV - TEGNA Inc.
455907,167.8.59.0,TGNA-WCSH - TEGNA Inc.
455909,167.8.61.0,TGNA-WMAZ - TEGNA Inc.
455913,167.8.79.0,TGNA-WLTX - TEGNA Inc.
455914,167.8.80.0,TGNA-KENS - TEGNA Inc.
455915,167.8.81.0,TGNA-KGW - TEGNA Inc.
455917,167.8.84.0,TGNA-KREM - TEGNA Inc.
455919,167.8.86.0,TGNA-KTVB - TEGNA Inc.
455920,167.8.87.0,TGNA-KVUE - TEGNA Inc.
455921,167.8.88.0,TGNA-WCNC - TEGNA Inc.
455923,167.8.90.0,TGNA-WHAS - TEGNA Inc.
455924,167.8.91.0,TGNA-WVEC - TEGNA Inc.
455925,167.8.92.0,TGNA-WWL-WUPL - TEGNA Inc.
455928,167.8.96.0,TGNA-KING-KONG - TEGNA Inc.
455931,167.8.101.0,WUSA9 - TEGNA Inc.
455933,167.8.103.0,TEGNA-KPNX - TEGNA Inc.
455938,167.8.109.0,TGNA-WFAA - TEGNA Inc.
455941,167.8.136.0,GANNET-3-21735 - Gannett Co. Inc.
455942,167.8.138.0,TEGNA-CORP-EAST1 - TEGNA Inc.
455944,167.8.142.0,TEGNA-QTS-EAST - TEGNA Inc.
455946,167.8.200.0,TGNA-KUSA-KTVD - TEGNA Inc.
455958,167.10.243.0,CA-DOJ - California Department of Justice
455972,167.14.240.0,"PWC-AS - PriceWaterhouseCoopers, LLP"
455975,167.15.253.0,MUNICH-RE-AMERICA - The Midland Company
456086,167.23.249.0,ALTICOR-INC - ALTICOR INC
456170,167.29.0.0,MEMASN1 - City of Memphis
456180,167.30.213.0,ATOS-AS-AP Atos (Australia) Pty Ltd
456184,167.30.222.0,DATACOMWA-AS-AP Datacom MetroIX
456185,167.30.223.0,WA-GOVERNMENT-AS-AP WA Government project
456403,167.64.249.0,"VFC - VF Services, Inc. Information Technology Services"
456409,167.66.48.0,SCRIPPSHEALTH - Scripps Health
456428,167.73.192.0,SPECT-19-AS - Spectrum Health
456458,167.77.64.0,DUQ-LIGHT - Duquesne Light Company
456509,167.80.247.0,"EDWARDJONES - Edward D. Jones & Co., L.P."
456545,167.86.128.0,ALPS-AS-1 - Arapahoe School District #6
456593,167.88.79.0,AISD-AS - Amarillo ISD
456635,167.88.181.0,EN-15 - 2EZ Network Inc.
456639,167.88.224.0,CORONA-NORCOUSD - Corona-Norco Unified School District
456659,167.91.2.0,DALLASISD - Dallas Independent School District
456671,167.92.88.0,MANULIFE-IDMZ2 - The Manufacturers Life Insurance Company
456678,167.92.126.0,MANULIFE - The Manufacturers Life Insurance Company
456680,167.92.141.0,MANULIFE-IDMZ1 - The Manufacturers Life Insurance Company
456738,167.100.118.0,"STARKEY - Starkey Laboratories, Inc."
456755,167.102.135.0,AACG-AS - Anne Arundel County Govt
456764,167.102.159.0,CARR - Carroll County Government
456774,167.102.218.0,CALVERT-COUNTY - Calvert County
456781,167.102.241.0,MDARCHIVES - Maryland State Archives
456789,167.104.254.0,"SALLIEMAE - Navient Solutions, Inc."
456800,167.106.255.0,RJRT01-TOB1 - RJ Reynolds Tobacco Company
456824,167.110.66.0,CONTIN-27 - Continental Grain Company
456834,167.112.164.0,"CHRISTIANACARE-AS-1 - Christiana Care Health Services, Inc."
456852,167.115.255.0,GRAINGER - W.W.GRAINGER
456870,167.118.191.0,NCL-SMY - Norwegian Cruise Line Holdings Ltd.
456876,167.119.252.0,PPHS-PALOMAR-POMERADO-HEALTH - Palomar Pomerado Health
456927,167.121.255.0,NORFOLK-SOUTHERN - Norfolk Southern Corporation
456931,167.122.12.0,"MVWC - Marriott Ownership Resorts, Inc."
456948,167.124.116.0,WYNDHAM-WORLDWIDE-INDIANAPOLIS - Wyndham Worldwide Corporation
456954,167.124.124.0,WYNDHAMWW-PHX-2 - Wyndham Worldwide Corporation
457031,167.129.0.0,CITYOFSASKATOON - City of Saskatoon
457067,167.136.110.0,"CARGIL-FP - Cargill, Inc."
457094,167.136.253.0,CARGILL-NET - Cargill Incorporated
457107,167.140.250.0,"QVC - QVC, Inc."
457153,167.142.118.0,"TRVNET - Twin Rivers Valley Internet Services, Inc."
457274,167.146.244.0,"22527 - Safeway, Inc."
457284,167.153.240.0,AS22252 - The City of New York
457286,167.154.128.0,SILVERNET - State of Nevada
457307,167.159.29.0,IPAPER - International Paper
457356,167.160.67.0,"SUPREMEBYTES-AS - SupremeBytes, LLC"
457362,167.160.83.0,"AS22119 - Network 3, Inc."
457441,167.161.100.0,OGE - Oklahoma Gas & Electric Co.
457450,167.164.11.0,HIGHMARK - Highmark Inc
457488,167.166.248.0,TU - The Times Union
457493,167.167.40.0,"ASN-UMGGNS - Universal Music Group, INC."
457543,167.173.31.0,"KHBS-TV - Hearst-Argyle Television, Inc."
457547,167.173.35.0,"WPTZ-CHOLCHESTER - Hearst-Argyle Television, Inc."
457548,167.173.36.0,"KCCI-TV - Hearst-Argyle Television, Inc."
457556,167.173.44.0,"WNNE-TV - Hearst-Argyle Television, Inc."
457572,167.173.76.0,HEARST-SC9 - Hearst Corporation
457598,167.173.205.0,HEARST-DC4 - Hearst Corporation
457600,167.173.208.0,"WBAL-TV - Hearst-Argyle Television, Inc."
457601,167.173.209.0,"WAPT-TV - Hearst-Argyle Television, Inc."
457602,167.173.210.0,"WDSU-TV - Hearst-Argyle Television, Inc."
457603,167.173.211.0,"KMBC-TV - Hearst-Argyle Television, Inc."
457604,167.173.212.0,"KOCO-TV - Hearst-Argyle Television, Inc."
457605,167.173.213.0,"WLWT-TV - Hearst-Argyle Television, Inc."
457606,167.173.214.0,"WPBF-TV - Hearst-Argyle Television, Inc."
457607,167.173.215.0,"WXII-TV - Hearst-Argyle Television, Inc."
457608,167.173.216.0,"WYFF-TV - Hearst-Argyle Television, Inc."
457609,167.173.217.0,"WCVB-TV - Hearst-Argyle Television, Inc."
457610,167.173.218.0,"WTAE-TV - Hearst-Argyle Television, Inc."
457611,167.173.219.0,"KCRA-TV - Hearst-Argyle Television, Inc."
457612,167.173.220.0,"WISN-TV - Hearst-Argyle Television, Inc."
457613,167.173.221.0,"WESH-TV - Hearst-Argyle Television, Inc."
457614,167.173.222.0,"HATV-DC - Hearst-Argyle Television, Inc."
457616,167.173.224.0,"KHOG-TV - Hearst-Argyle Television, Inc."
457617,167.173.225.0,"KSBW-TV - Hearst-Argyle Television, Inc."
457618,167.173.226.0,"WMOR-TV - Hearst-Argyle Television, Inc."
457620,167.173.229.0,"WLKY-TV - Hearst-Argyle Television, Inc."
457622,167.173.231.0,"WMUR-TV - Hearst-Argyle Television, Inc."
457623,167.173.232.0,"KOAT-TV - Hearst-Argyle Television, Inc."
457624,167.173.233.0,"WGAL-TV - Hearst-Argyle Television, Inc."
457626,167.173.235.0,"WPTZ-TV - Hearst-Argyle Television, Inc."
457628,167.173.237.0,"WMTW-TV-PORTLAND - Hearst-Argyle Television, Inc."
457630,167.173.239.0,WVTM-TV - HEARST CORPORATION
457631,167.173.240.0,"WJCL-TV - Hearst-Argyle Television, Inc."
457632,167.173.241.0,"KETV-TV - Hearst-Argyle Television, Inc."
457698,167.181.219.0,"SUNTRUST-BANK - SunTrust Banks, Inc."
457700,167.181.248.0,"SUNTRUST - SunTrust Banks, Inc."
457711,167.182.62.0,REALOGY-WEBSERVICES - Realogy Group LLC
457713,167.182.64.0,"SIRNY-3861 - Sotheby's International Realty, Inc."
457716,167.182.68.0,"NRT-SARASOTA - NRT, Incorportated"
457729,167.182.83.0,NRT-NORCAL - Coldwell Banker Residential Brokerage
457737,167.182.124.0,REALOGY-MADISON - NRT Inc.
457742,167.183.212.0,NSH167 - Northside Hospital
457779,167.184.240.0,BAX-BGP - BAX GLOBAL
457782,167.184.254.0,SCHENKER-AS-SG Schenker (Asia Pacific) Pte Ltd
457791,167.187.103.0,REDLION - Red Lion Hotels & Inns
457793,167.187.200.0,HHC-CORP - Hilton Hotels Corporation
457810,167.188.250.0,OMGEO - Depository Trust & Clearing Corporation
457858,167.202.223.0,AS13169
457865,167.203.19.0,BARCLAYS-RETAIL
457872,167.205.134.0,BANDUNG-NET-AS-AP Institute of Technology Bandung
457875,167.205.255.0,INHERENT-AS-ID-AP INHERENT
457905,167.206.190.0,NEW-CANAAN - Town of New Canaan
457911,167.206.212.0,YPC-NET-ASN-65-215-76-0-167-206-212-0-24-YPC-NET - Yorktown Printing Corp.
457913,167.206.238.0,ESI-EMR - Eisai Inc.
457919,167.207.140.0,SWG - Southwest Gas Corporation
457938,167.212.40.0,"ADP-FIS-01 - Automatic Data Processing, Inc."
457945,167.216.0.0,HTDC - High Technology Development Corporation
457973,167.219.58.0,DCIPL-AS-AP Deloitte Consulting India Pvt. Ltd
458004,167.219.240.0,DELOITTE-US-ASN - Deloitte Services LP
458016,167.220.246.0,AS58862
458033,167.224.80.0,TELEFLORA-OKC - Teleflora LLC
458095,167.230.242.0,"NET-AIG - American International Group Data Center, Inc."
458114,167.232.254.0,AS11245 - The Goodyear Tire & Rubber Company
458120,167.235.248.0,RALEYNET - Raleys
458136,167.236.221.0,SPX-FLOW-AS - SPX Corporation
458157,167.242.236.0,BCBSM - Blue Cross Blue Shield of Michigan Mutual Insurance
458236,167.247.89.0,CHARTIS-UK-SERVICES-LTD
458241,167.247.254.0,AIGGS-MY G1 Enterprise 1 Technology Park Malaysia
458257,167.249.19.0,I NET CONECT
458262,167.249.24.0,CLEYTON MOISES LUIZ CORDEIRO - ME
458288,167.249.63.0,PTLS SERVICOS DE TECNOLOGIA E ASSESSORIA TECNICA L
458292,167.249.70.0,SHELLEY JOSEPH SOARES SOUSA - ME
458295,167.249.74.0,Pallu Com e Mnt de Teleinf e Redes Ltda
458296,167.249.76.0,M. S. Ferreira Alves
458300,167.249.83.0,MEGA TELECON PROVEDOR DE INTERNET LTDA ME
458304,167.249.87.0,LINKTAP INFORMÁTICA LTDA
458306,167.249.90.0,NEUZA BENEDITO DA SILVA ME
458308,167.249.94.0,VIP Telecom
458311,167.249.102.0,SiqueiraLink Internet Banda Larga
458316,167.249.108.0,FULL TECH TELECOM
458320,167.249.120.0,GSM TELECOM SERVIÇOS DE PROVEDOR DE INTERNET LTDA
458326,167.249.130.0,L.G. BENATO INFORMATICA - ME
458334,167.249.139.0,Powernet Soluções em Informática Ltda Me
458335,167.249.140.0,Sapucaia Comercio e informatica ltda - me
458336,167.249.144.0,F. A. ROCHA E COMERCIO
458342,167.249.156.0,Instituto Brasileiro de Planejamento Tributário
458346,167.249.163.0,Maranet Telecom
458350,167.249.167.0,Grupo WCM net
458357,167.249.174.0,Agencia Nacional do Cinema
458372,167.249.195.0,JUAN SEBASTIAN LABORDA (PREMIER TECNOLOGIA GLOBAL DE CONEXION)
458379,167.249.206.0,MENTRIX TELECOM
